warehouse_id,warehouse_name,x_length_m,y_length_m,z_height_m,date,time,stock,loaded_unloaded
WH002,East Zone Hub,31,53,15,2023-08-21,18:00:00,101,loaded
WH002,East Zone Hub,55,56,16,2023-08-21,19:00:00,741,loaded
WH002,East Zone Hub,45,40,15,2023-08-21,20:00:00,1168,unloaded
WH003,South Central Storage,31,42,18,2023-08-21,21:00:00,1118,unloaded
WH003,South Central Storage,53,50,16,2023-08-21,22:00:00,305,loaded
WH002,East Zone Hub,36,43,16,2023-08-21,23:00:00,244,unloaded
WH003,South Central Storage,48,56,9,2023-08-22,00:00:00,125,loaded
WH003,South Central Storage,50,31,10,2023-08-22,01:00:00,279,loaded
WH003,South Central Storage,30,52,16,2023-08-22,02:00:00,264,unloaded
WH003,South Central Storage,37,52,17,2023-08-22,03:00:00,849,unloaded
WH001,North Zone Depot,47,43,18,2023-08-22,04:00:00,880,loaded
WH003,South Central Storage,59,56,11,2023-08-22,05:00:00,52,loaded
WH002,East Zone Hub,37,57,17,2023-08-22,06:00:00,800,unloaded
WH001,North Zone Depot,37,46,16,2023-08-22,07:00:00,218,loaded
WH002,East Zone Hub,34,38,16,2023-08-22,08:00:00,255,unloaded
WH002,East Zone Hub,48,53,14,2023-08-22,09:00:00,353,loaded
WH003,South Central Storage,55,31,9,2023-08-22,10:00:00,477,unloaded
WH001,North Zone Depot,31,43,11,2023-08-22,11:00:00,764,loaded
WH002,East Zone Hub,36,38,15,2023-08-22,12:00:00,159,loaded
WH003,South Central Storage,46,55,14,2023-08-22,13:00:00,420,loaded
WH003,South Central Storage,47,46,19,2023-08-22,14:00:00,1095,unloaded
WH002,East Zone Hub,59,33,13,2023-08-22,15:00:00,885,loaded
WH001,North Zone Depot,37,38,17,2023-08-22,16:00:00,426,loaded
WH001,North Zone Depot,31,38,13,2023-08-22,17:00:00,490,unloaded
WH002,East Zone Hub,40,31,17,2023-08-22,18:00:00,1198,loaded
WH001,North Zone Depot,40,41,18,2023-08-22,19:00:00,536,loaded
WH001,North Zone Depot,43,41,18,2023-08-22,20:00:00,629,unloaded
WH002,East Zone Hub,51,48,12,2023-08-22,21:00:00,953,loaded
WH001,North Zone Depot,34,51,17,2023-08-22,22:00:00,974,unloaded
WH003,South Central Storage,31,48,17,2023-08-22,23:00:00,286,loaded
WH002,East Zone Hub,55,38,15,2023-08-23,00:00:00,777,unloaded
WH003,South Central Storage,46,59,10,2023-08-23,01:00:00,480,loaded
WH001,North Zone Depot,38,57,10,2023-08-23,02:00:00,1004,unloaded
WH002,East Zone Hub,32,52,12,2023-08-23,03:00:00,1065,unloaded
WH002,East Zone Hub,53,46,11,2023-08-23,04:00:00,1025,unloaded
WH003,South Central Storage,40,57,11,2023-08-23,05:00:00,414,loaded
WH002,East Zone Hub,34,33,8,2023-08-23,06:00:00,671,unloaded
WH002,East Zone Hub,36,39,18,2023-08-23,07:00:00,1105,unloaded
WH002,East Zone Hub,50,37,17,2023-08-23,08:00:00,404,unloaded
WH002,East Zone Hub,47,38,13,2023-08-23,09:00:00,561,loaded
WH002,East Zone Hub,32,43,12,2023-08-23,10:00:00,181,unloaded
WH001,North Zone Depot,49,58,14,2023-08-23,11:00:00,689,unloaded
WH003,South Central Storage,38,36,14,2023-08-23,12:00:00,902,unloaded
WH002,East Zone Hub,58,35,12,2023-08-23,13:00:00,718,loaded
WH003,South Central Storage,38,47,13,2023-08-23,14:00:00,366,loaded
WH003,South Central Storage,37,48,12,2023-08-23,15:00:00,577,unloaded
WH003,South Central Storage,59,57,12,2023-08-23,16:00:00,1141,loaded
WH002,East Zone Hub,43,52,19,2023-08-23,17:00:00,369,unloaded
WH003,South Central Storage,33,41,13,2023-08-23,18:00:00,571,loaded
WH001,North Zone Depot,37,57,14,2023-08-23,19:00:00,722,unloaded
WH003,South Central Storage,34,58,17,2023-08-23,20:00:00,609,unloaded
WH003,South Central Storage,55,32,15,2023-08-23,21:00:00,304,loaded
WH002,East Zone Hub,52,59,17,2023-08-23,22:00:00,901,unloaded
WH001,North Zone Depot,55,54,17,2023-08-23,23:00:00,567,unloaded
WH001,North Zone Depot,38,32,19,2023-08-24,00:00:00,602,loaded
WH002,East Zone Hub,48,39,10,2023-08-24,01:00:00,618,loaded
WH002,East Zone Hub,30,44,15,2023-08-24,02:00:00,506,unloaded
WH002,East Zone Hub,36,35,13,2023-08-24,03:00:00,811,loaded
WH002,East Zone Hub,58,59,9,2023-08-24,04:00:00,718,loaded
WH001,North Zone Depot,51,48,9,2023-08-24,05:00:00,250,loaded
WH002,East Zone Hub,32,36,16,2023-08-24,06:00:00,834,loaded
WH003,South Central Storage,38,59,14,2023-08-24,07:00:00,1150,unloaded
WH003,South Central Storage,58,37,17,2023-08-24,08:00:00,271,loaded
WH003,South Central Storage,58,50,12,2023-08-24,09:00:00,270,loaded
WH003,South Central Storage,43,34,10,2023-08-24,10:00:00,926,loaded
WH001,North Zone Depot,43,35,8,2023-08-24,11:00:00,242,unloaded
WH002,East Zone Hub,58,38,11,2023-08-24,12:00:00,178,loaded
WH001,North Zone Depot,51,42,14,2023-08-24,13:00:00,814,loaded
WH001,North Zone Depot,50,32,17,2023-08-24,14:00:00,418,unloaded
WH001,North Zone Depot,49,44,16,2023-08-24,15:00:00,311,loaded
WH003,South Central Storage,33,58,18,2023-08-24,16:00:00,1104,unloaded
WH002,East Zone Hub,45,56,14,2023-08-24,17:00:00,336,loaded
WH002,East Zone Hub,55,45,14,2023-08-24,18:00:00,461,loaded
WH002,East Zone Hub,59,30,12,2023-08-24,19:00:00,502,unloaded
WH002,East Zone Hub,47,44,16,2023-08-24,20:00:00,1102,unloaded
WH001,North Zone Depot,48,37,18,2023-08-24,21:00:00,883,unloaded
WH001,North Zone Depot,49,50,18,2023-08-24,22:00:00,1105,loaded
WH001,North Zone Depot,47,30,14,2023-08-24,23:00:00,394,loaded
WH003,South Central Storage,31,59,8,2023-08-25,00:00:00,1014,loaded
WH001,North Zone Depot,38,50,18,2023-08-25,01:00:00,949,unloaded
WH002,East Zone Hub,57,38,15,2023-08-25,02:00:00,1134,loaded
WH001,North Zone Depot,43,34,18,2023-08-25,03:00:00,1156,unloaded
WH002,East Zone Hub,30,57,12,2023-08-25,04:00:00,834,unloaded
WH003,South Central Storage,40,51,12,2023-08-25,05:00:00,226,unloaded
WH002,East Zone Hub,53,38,18,2023-08-25,06:00:00,710,unloaded
WH002,East Zone Hub,44,47,19,2023-08-25,07:00:00,660,unloaded
WH001,North Zone Depot,37,48,12,2023-08-25,08:00:00,597,unloaded
WH002,East Zone Hub,40,54,15,2023-08-25,09:00:00,406,unloaded
WH001,North Zone Depot,46,31,15,2023-08-25,10:00:00,834,unloaded
WH001,North Zone Depot,38,31,10,2023-08-25,11:00:00,949,loaded
WH002,East Zone Hub,44,40,17,2023-08-25,12:00:00,734,loaded
WH003,South Central Storage,39,50,14,2023-08-25,13:00:00,106,loaded
WH003,South Central Storage,41,37,12,2023-08-25,14:00:00,392,loaded
WH001,North Zone Depot,51,34,15,2023-08-25,15:00:00,898,unloaded
WH002,East Zone Hub,51,57,18,2023-08-25,16:00:00,572,unloaded
WH002,East Zone Hub,35,48,8,2023-08-25,17:00:00,800,loaded
WH002,East Zone Hub,57,45,19,2023-08-25,18:00:00,342,unloaded
WH001,North Zone Depot,34,50,8,2023-08-25,19:00:00,205,unloaded
WH001,North Zone Depot,57,44,8,2023-08-25,20:00:00,900,loaded
WH002,East Zone Hub,57,38,15,2023-08-25,21:00:00,84,loaded
WH001,North Zone Depot,32,45,13,2023-08-25,22:00:00,346,unloaded
WH002,East Zone Hub,54,52,8,2023-08-25,23:00:00,88,loaded
WH001,North Zone Depot,44,31,11,2023-08-26,00:00:00,289,unloaded
WH001,North Zone Depot,58,56,19,2023-08-26,01:00:00,536,loaded
WH001,North Zone Depot,39,49,16,2023-08-26,02:00:00,785,unloaded
WH003,South Central Storage,56,38,15,2023-08-26,03:00:00,1191,loaded
WH003,South Central Storage,34,36,9,2023-08-26,04:00:00,258,loaded
WH002,East Zone Hub,48,36,12,2023-08-26,05:00:00,962,unloaded
WH003,South Central Storage,53,37,8,2023-08-26,06:00:00,621,loaded
WH002,East Zone Hub,31,37,19,2023-08-26,07:00:00,147,loaded
WH002,East Zone Hub,34,44,15,2023-08-26,08:00:00,323,unloaded
WH003,South Central Storage,41,38,15,2023-08-26,09:00:00,317,unloaded
WH002,East Zone Hub,45,33,9,2023-08-26,10:00:00,227,loaded
WH002,East Zone Hub,33,56,9,2023-08-26,11:00:00,535,loaded
WH002,East Zone Hub,36,55,16,2023-08-26,12:00:00,124,loaded
WH002,East Zone Hub,57,31,9,2023-08-26,13:00:00,535,unloaded
WH001,North Zone Depot,52,42,12,2023-08-26,14:00:00,456,loaded
WH001,North Zone Depot,34,54,8,2023-08-26,15:00:00,363,loaded
WH003,South Central Storage,52,33,9,2023-08-26,16:00:00,500,unloaded
WH002,East Zone Hub,36,37,18,2023-08-26,17:00:00,756,loaded
WH002,East Zone Hub,38,49,19,2023-08-26,18:00:00,1131,loaded
WH001,North Zone Depot,54,54,10,2023-08-26,19:00:00,202,loaded
WH003,South Central Storage,55,39,15,2023-08-26,20:00:00,1179,loaded
WH001,North Zone Depot,48,43,8,2023-08-26,21:00:00,329,unloaded
WH001,North Zone Depot,47,33,15,2023-08-26,22:00:00,340,unloaded
WH002,East Zone Hub,46,53,12,2023-08-26,23:00:00,304,loaded
WH002,East Zone Hub,55,34,10,2023-08-27,00:00:00,102,unloaded
WH001,North Zone Depot,56,31,13,2023-08-27,01:00:00,316,unloaded
WH001,North Zone Depot,43,36,15,2023-08-27,02:00:00,437,unloaded
WH003,South Central Storage,52,33,18,2023-08-27,03:00:00,336,unloaded
WH001,North Zone Depot,40,39,9,2023-08-27,04:00:00,775,loaded
WH001,North Zone Depot,57,59,16,2023-08-27,05:00:00,925,loaded
WH003,South Central Storage,47,44,19,2023-08-27,06:00:00,749,unloaded
WH001,North Zone Depot,33,58,11,2023-08-27,07:00:00,210,loaded
WH001,North Zone Depot,37,43,19,2023-08-27,08:00:00,393,unloaded
WH001,North Zone Depot,38,55,15,2023-08-27,09:00:00,274,loaded
WH003,South Central Storage,49,42,16,2023-08-27,10:00:00,778,unloaded
WH001,North Zone Depot,35,49,19,2023-08-27,11:00:00,986,unloaded
WH001,North Zone Depot,53,32,9,2023-08-27,12:00:00,821,loaded
WH002,East Zone Hub,33,33,19,2023-08-27,13:00:00,330,unloaded
WH001,North Zone Depot,41,47,16,2023-08-27,14:00:00,596,unloaded
WH001,North Zone Depot,59,58,15,2023-08-27,15:00:00,1009,loaded
WH003,South Central Storage,34,58,16,2023-08-27,16:00:00,1053,unloaded
WH003,South Central Storage,42,37,12,2023-08-27,17:00:00,390,loaded
WH003,South Central Storage,58,38,12,2023-08-27,18:00:00,470,unloaded
WH001,North Zone Depot,51,51,10,2023-08-27,19:00:00,365,loaded
WH003,South Central Storage,51,30,18,2023-08-27,20:00:00,1106,unloaded
WH003,South Central Storage,36,41,13,2023-08-27,21:00:00,398,unloaded
WH001,North Zone Depot,43,44,12,2023-08-27,22:00:00,761,unloaded
WH002,East Zone Hub,35,30,11,2023-08-27,23:00:00,320,loaded
WH002,East Zone Hub,31,32,14,2023-08-28,00:00:00,887,unloaded
WH001,North Zone Depot,51,38,10,2023-08-28,01:00:00,986,loaded
WH001,North Zone Depot,47,30,16,2023-08-28,02:00:00,1175,loaded
WH002,East Zone Hub,34,46,12,2023-08-28,03:00:00,192,loaded
WH003,South Central Storage,40,39,8,2023-08-28,04:00:00,520,loaded
WH001,North Zone Depot,45,36,19,2023-08-28,05:00:00,598,unloaded
WH002,East Zone Hub,30,49,19,2023-08-28,06:00:00,815,loaded
WH002,East Zone Hub,32,50,19,2023-08-28,07:00:00,562,unloaded
WH001,North Zone Depot,50,38,9,2023-08-28,08:00:00,702,unloaded
WH001,North Zone Depot,33,35,10,2023-08-28,09:00:00,843,loaded
WH003,South Central Storage,49,30,11,2023-08-28,10:00:00,330,loaded
WH003,South Central Storage,30,56,11,2023-08-28,11:00:00,1135,loaded
WH002,East Zone Hub,45,48,11,2023-08-28,12:00:00,946,loaded
WH002,East Zone Hub,31,35,12,2023-08-28,13:00:00,867,loaded
WH003,South Central Storage,58,57,19,2023-08-28,14:00:00,470,unloaded
WH001,North Zone Depot,54,50,9,2023-08-28,15:00:00,353,unloaded
WH003,South Central Storage,46,44,17,2023-08-28,16:00:00,200,unloaded
WH003,South Central Storage,58,34,11,2023-08-28,17:00:00,1051,unloaded
WH003,South Central Storage,53,45,19,2023-08-28,18:00:00,1139,unloaded
WH002,East Zone Hub,59,59,19,2023-08-28,19:00:00,1034,unloaded
WH001,North Zone Depot,48,44,14,2023-08-28,20:00:00,848,loaded
WH001,North Zone Depot,49,38,13,2023-08-28,21:00:00,149,loaded
WH002,East Zone Hub,47,52,10,2023-08-28,22:00:00,755,loaded
WH003,South Central Storage,57,47,11,2023-08-28,23:00:00,429,loaded
WH003,South Central Storage,35,50,19,2023-08-29,00:00:00,1025,unloaded
WH002,East Zone Hub,56,53,12,2023-08-29,01:00:00,542,loaded
WH003,South Central Storage,49,36,19,2023-08-29,02:00:00,926,unloaded
WH001,North Zone Depot,33,59,12,2023-08-29,03:00:00,625,unloaded
WH003,South Central Storage,45,37,8,2023-08-29,04:00:00,633,unloaded
WH002,East Zone Hub,56,49,9,2023-08-29,05:00:00,1012,unloaded
WH001,North Zone Depot,47,59,16,2023-08-29,06:00:00,1117,loaded
WH003,South Central Storage,53,43,9,2023-08-29,07:00:00,695,unloaded
WH001,North Zone Depot,53,42,8,2023-08-29,08:00:00,741,unloaded
WH003,South Central Storage,34,49,13,2023-08-29,09:00:00,457,unloaded
WH001,North Zone Depot,58,56,12,2023-08-29,10:00:00,308,unloaded
WH001,North Zone Depot,43,44,14,2023-08-29,11:00:00,674,unloaded
WH001,North Zone Depot,40,41,18,2023-08-29,12:00:00,791,unloaded
WH003,South Central Storage,41,58,16,2023-08-29,13:00:00,153,loaded
WH003,South Central Storage,58,50,10,2023-08-29,14:00:00,792,loaded
WH002,East Zone Hub,49,44,12,2023-08-29,15:00:00,969,loaded
WH002,East Zone Hub,47,57,14,2023-08-29,16:00:00,253,loaded
WH001,North Zone Depot,38,33,12,2023-08-29,17:00:00,910,loaded
WH002,East Zone Hub,36,40,17,2023-08-29,18:00:00,816,loaded
WH002,East Zone Hub,45,56,11,2023-08-29,19:00:00,810,loaded
WH001,North Zone Depot,42,32,18,2023-08-29,20:00:00,278,loaded
WH001,North Zone Depot,30,57,9,2023-08-29,21:00:00,316,loaded
WH001,North Zone Depot,36,34,14,2023-08-29,22:00:00,1093,loaded
WH001,North Zone Depot,44,52,8,2023-08-29,23:00:00,1137,loaded
WH003,South Central Storage,39,31,14,2023-08-30,00:00:00,580,loaded
WH003,South Central Storage,57,40,8,2023-08-30,01:00:00,138,loaded
WH003,South Central Storage,44,35,16,2023-08-30,02:00:00,192,loaded
WH003,South Central Storage,59,57,12,2023-08-30,03:00:00,78,loaded
WH002,East Zone Hub,47,49,8,2023-08-30,04:00:00,574,loaded
WH002,East Zone Hub,45,33,8,2023-08-30,05:00:00,206,unloaded
WH002,East Zone Hub,35,51,15,2023-08-30,06:00:00,675,loaded
WH001,North Zone Depot,32,35,8,2023-08-30,07:00:00,254,unloaded
WH002,East Zone Hub,30,39,9,2023-08-30,08:00:00,449,unloaded
WH002,East Zone Hub,34,46,17,2023-08-30,09:00:00,1001,unloaded
WH003,South Central Storage,36,36,10,2023-08-30,10:00:00,280,unloaded
WH002,East Zone Hub,46,54,9,2023-08-30,11:00:00,325,loaded
WH001,North Zone Depot,52,42,17,2023-08-30,12:00:00,1004,loaded
WH002,East Zone Hub,39,59,16,2023-08-30,13:00:00,446,loaded
WH003,South Central Storage,37,41,10,2023-08-30,14:00:00,372,loaded
WH002,East Zone Hub,36,43,19,2023-08-30,15:00:00,728,loaded
WH003,South Central Storage,57,40,8,2023-08-30,16:00:00,150,loaded
WH001,North Zone Depot,46,32,17,2023-08-30,17:00:00,1064,unloaded
WH003,South Central Storage,36,49,19,2023-08-30,18:00:00,400,loaded
WH002,East Zone Hub,55,51,17,2023-08-30,19:00:00,669,loaded
WH003,South Central Storage,58,55,12,2023-08-30,20:00:00,592,loaded
WH003,South Central Storage,50,48,19,2023-08-30,21:00:00,1139,loaded
WH003,South Central Storage,36,33,18,2023-08-30,22:00:00,1174,loaded
WH001,North Zone Depot,49,44,16,2023-08-30,23:00:00,598,loaded
WH002,East Zone Hub,45,39,8,2023-08-31,00:00:00,769,loaded
WH003,South Central Storage,36,54,17,2023-08-31,01:00:00,650,unloaded
WH003,South Central Storage,32,43,16,2023-08-31,02:00:00,920,loaded
WH002,East Zone Hub,41,33,17,2023-08-31,03:00:00,1178,unloaded
WH001,North Zone Depot,58,46,8,2023-08-31,04:00:00,620,unloaded
WH002,East Zone Hub,44,30,9,2023-08-31,05:00:00,496,loaded
WH002,East Zone Hub,52,31,12,2023-08-31,06:00:00,580,loaded
WH002,East Zone Hub,41,53,18,2023-08-31,07:00:00,473,unloaded
WH001,North Zone Depot,57,33,16,2023-08-31,08:00:00,1003,loaded
WH002,East Zone Hub,36,57,13,2023-08-31,09:00:00,492,unloaded
WH001,North Zone Depot,39,49,8,2023-08-31,10:00:00,138,loaded
WH001,North Zone Depot,51,57,8,2023-08-31,11:00:00,503,loaded
WH003,South Central Storage,57,50,9,2023-08-31,12:00:00,985,unloaded
WH003,South Central Storage,52,36,11,2023-08-31,13:00:00,710,loaded
WH002,East Zone Hub,41,43,14,2023-08-31,14:00:00,378,unloaded
WH001,North Zone Depot,58,41,10,2023-08-31,15:00:00,547,loaded
WH002,East Zone Hub,38,39,11,2023-08-31,16:00:00,411,loaded
WH003,South Central Storage,46,59,19,2023-08-31,17:00:00,891,loaded
WH001,North Zone Depot,30,40,8,2023-08-31,18:00:00,908,loaded
WH001,North Zone Depot,52,39,8,2023-08-31,19:00:00,152,unloaded
WH001,North Zone Depot,44,39,16,2023-08-31,20:00:00,277,unloaded
WH001,North Zone Depot,55,49,11,2023-08-31,21:00:00,494,unloaded
WH002,East Zone Hub,45,40,18,2023-08-31,22:00:00,206,loaded
WH002,East Zone Hub,40,32,15,2023-08-31,23:00:00,847,unloaded
WH001,North Zone Depot,42,39,12,2023-09-01,00:00:00,406,unloaded
WH002,East Zone Hub,47,46,9,2023-09-01,01:00:00,657,unloaded
WH002,East Zone Hub,46,31,15,2023-09-01,02:00:00,663,unloaded
WH002,East Zone Hub,36,38,18,2023-09-01,03:00:00,1014,loaded
WH001,North Zone Depot,33,32,15,2023-09-01,04:00:00,512,loaded
WH003,South Central Storage,43,38,10,2023-09-01,05:00:00,295,unloaded
WH003,South Central Storage,45,32,9,2023-09-01,06:00:00,1123,unloaded
WH002,East Zone Hub,52,39,10,2023-09-01,07:00:00,204,unloaded
WH001,North Zone Depot,56,40,14,2023-09-01,08:00:00,323,loaded
WH001,North Zone Depot,54,31,13,2023-09-01,09:00:00,784,loaded
WH002,East Zone Hub,33,33,15,2023-09-01,10:00:00,387,loaded
WH003,South Central Storage,50,54,8,2023-09-01,11:00:00,814,unloaded
WH001,North Zone Depot,59,57,12,2023-09-01,12:00:00,276,loaded
WH001,North Zone Depot,39,32,14,2023-09-01,13:00:00,184,unloaded
WH002,East Zone Hub,58,39,18,2023-09-01,14:00:00,871,loaded
WH001,North Zone Depot,34,58,12,2023-09-01,15:00:00,603,loaded
WH002,East Zone Hub,46,39,8,2023-09-01,16:00:00,516,loaded
WH003,South Central Storage,41,31,17,2023-09-01,17:00:00,667,unloaded
WH001,North Zone Depot,30,30,11,2023-09-01,18:00:00,712,loaded
WH002,East Zone Hub,51,54,8,2023-09-01,19:00:00,576,loaded
WH002,East Zone Hub,38,53,14,2023-09-01,20:00:00,1094,unloaded
WH001,North Zone Depot,47,38,19,2023-09-01,21:00:00,721,loaded
WH001,North Zone Depot,44,39,17,2023-09-01,22:00:00,764,loaded
WH001,North Zone Depot,32,52,19,2023-09-01,23:00:00,1194,loaded
WH001,North Zone Depot,54,32,12,2023-09-02,00:00:00,1056,unloaded
WH001,North Zone Depot,35,55,17,2023-09-02,01:00:00,73,loaded
WH002,East Zone Hub,36,42,13,2023-09-02,02:00:00,589,unloaded
WH002,East Zone Hub,45,33,12,2023-09-02,03:00:00,470,loaded
WH003,South Central Storage,33,54,8,2023-09-02,04:00:00,823,loaded
WH001,North Zone Depot,52,31,18,2023-09-02,05:00:00,129,unloaded
WH001,North Zone Depot,49,46,19,2023-09-02,06:00:00,766,loaded
WH001,North Zone Depot,51,56,19,2023-09-02,07:00:00,480,unloaded
WH001,North Zone Depot,53,44,15,2023-09-02,08:00:00,739,loaded
WH003,South Central Storage,44,53,11,2023-09-02,09:00:00,1094,loaded
WH001,North Zone Depot,49,30,9,2023-09-02,10:00:00,1066,unloaded
WH003,South Central Storage,59,38,12,2023-09-02,11:00:00,1131,unloaded
WH001,North Zone Depot,49,43,18,2023-09-02,12:00:00,101,loaded
WH001,North Zone Depot,54,42,15,2023-09-02,13:00:00,182,loaded
WH001,North Zone Depot,31,58,14,2023-09-02,14:00:00,253,unloaded
WH001,North Zone Depot,34,41,19,2023-09-02,15:00:00,751,unloaded
WH001,North Zone Depot,55,46,16,2023-09-02,16:00:00,79,loaded
WH001,North Zone Depot,42,53,17,2023-09-02,17:00:00,1180,loaded
WH002,East Zone Hub,54,38,8,2023-09-02,18:00:00,126,loaded
WH001,North Zone Depot,32,35,10,2023-09-02,19:00:00,634,loaded
WH002,East Zone Hub,50,32,11,2023-09-02,20:00:00,433,unloaded
WH002,East Zone Hub,59,49,11,2023-09-02,21:00:00,638,loaded
WH002,East Zone Hub,48,41,10,2023-09-02,22:00:00,1092,loaded
WH002,East Zone Hub,45,53,10,2023-09-02,23:00:00,310,unloaded
WH003,South Central Storage,40,36,18,2023-09-03,00:00:00,1071,unloaded
WH001,North Zone Depot,45,46,12,2023-09-03,01:00:00,1153,loaded
WH001,North Zone Depot,58,50,8,2023-09-03,02:00:00,889,loaded
WH003,South Central Storage,42,51,14,2023-09-03,03:00:00,806,loaded
WH002,East Zone Hub,30,41,10,2023-09-03,04:00:00,880,unloaded
WH001,North Zone Depot,34,58,18,2023-09-03,05:00:00,183,unloaded
WH003,South Central Storage,40,56,13,2023-09-03,06:00:00,766,loaded
WH001,North Zone Depot,50,42,17,2023-09-03,07:00:00,256,loaded
WH001,North Zone Depot,55,53,11,2023-09-03,08:00:00,1062,unloaded
WH001,North Zone Depot,47,53,17,2023-09-03,09:00:00,428,unloaded
WH001,North Zone Depot,57,54,13,2023-09-03,10:00:00,140,unloaded
WH001,North Zone Depot,55,45,12,2023-09-03,11:00:00,583,unloaded
WH001,North Zone Depot,39,46,16,2023-09-03,12:00:00,126,loaded
WH001,North Zone Depot,36,43,13,2023-09-03,13:00:00,473,unloaded
WH001,North Zone Depot,47,43,17,2023-09-03,14:00:00,740,loaded
WH001,North Zone Depot,56,46,14,2023-09-03,15:00:00,830,loaded
WH002,East Zone Hub,40,52,16,2023-09-03,16:00:00,272,loaded
WH001,North Zone Depot,39,45,12,2023-09-03,17:00:00,666,loaded
WH002,East Zone Hub,43,57,18,2023-09-03,18:00:00,1008,unloaded
WH001,North Zone Depot,33,59,10,2023-09-03,19:00:00,1009,loaded
WH001,North Zone Depot,44,49,16,2023-09-03,20:00:00,388,loaded
WH002,East Zone Hub,53,51,17,2023-09-03,21:00:00,886,unloaded
WH003,South Central Storage,32,57,8,2023-09-03,22:00:00,1106,unloaded
WH003,South Central Storage,44,34,13,2023-09-03,23:00:00,1186,unloaded
WH003,South Central Storage,30,55,17,2023-09-04,00:00:00,774,loaded
WH001,North Zone Depot,40,35,10,2023-09-04,01:00:00,1143,unloaded
WH001,North Zone Depot,56,32,12,2023-09-04,02:00:00,761,loaded
WH003,South Central Storage,34,48,12,2023-09-04,03:00:00,895,loaded
WH002,East Zone Hub,36,30,12,2023-09-04,04:00:00,426,unloaded
WH002,East Zone Hub,36,41,9,2023-09-04,05:00:00,823,loaded
WH002,East Zone Hub,54,33,10,2023-09-04,06:00:00,772,loaded
WH003,South Central Storage,57,38,15,2023-09-04,07:00:00,467,loaded
WH002,East Zone Hub,38,42,9,2023-09-04,08:00:00,270,unloaded
WH002,East Zone Hub,51,32,17,2023-09-04,09:00:00,424,unloaded
WH002,East Zone Hub,39,38,19,2023-09-04,10:00:00,881,unloaded
WH003,South Central Storage,53,38,8,2023-09-04,11:00:00,729,unloaded
WH002,East Zone Hub,46,57,13,2023-09-04,12:00:00,197,unloaded
WH001,North Zone Depot,35,36,16,2023-09-04,13:00:00,1033,loaded
WH001,North Zone Depot,31,32,10,2023-09-04,14:00:00,513,unloaded
WH002,East Zone Hub,57,39,13,2023-09-04,15:00:00,776,loaded
WH003,South Central Storage,39,40,18,2023-09-04,16:00:00,53,unloaded
WH003,South Central Storage,52,38,15,2023-09-04,17:00:00,744,unloaded
WH001,North Zone Depot,52,44,10,2023-09-04,18:00:00,145,unloaded
WH002,East Zone Hub,44,32,17,2023-09-04,19:00:00,326,loaded
WH003,South Central Storage,49,56,12,2023-09-04,20:00:00,1126,unloaded
WH001,North Zone Depot,54,33,11,2023-09-04,21:00:00,100,unloaded
WH002,East Zone Hub,48,38,12,2023-09-04,22:00:00,500,unloaded
WH003,South Central Storage,35,53,15,2023-09-04,23:00:00,294,unloaded
WH003,South Central Storage,55,57,19,2023-09-05,00:00:00,490,unloaded
WH002,East Zone Hub,36,32,11,2023-09-05,01:00:00,295,unloaded
WH003,South Central Storage,50,43,19,2023-09-05,02:00:00,599,unloaded
WH003,South Central Storage,36,34,19,2023-09-05,03:00:00,368,loaded
WH001,North Zone Depot,33,43,17,2023-09-05,04:00:00,156,unloaded
WH002,East Zone Hub,52,30,18,2023-09-05,05:00:00,568,unloaded
WH001,North Zone Depot,34,48,16,2023-09-05,06:00:00,577,loaded
WH003,South Central Storage,47,56,17,2023-09-05,07:00:00,957,unloaded
WH002,East Zone Hub,55,58,8,2023-09-05,08:00:00,379,loaded
WH003,South Central Storage,59,55,15,2023-09-05,09:00:00,185,loaded
WH003,South Central Storage,40,36,9,2023-09-05,10:00:00,269,loaded
WH001,North Zone Depot,52,30,10,2023-09-05,11:00:00,561,loaded
WH002,East Zone Hub,51,49,8,2023-09-05,12:00:00,674,loaded
WH002,East Zone Hub,55,59,18,2023-09-05,13:00:00,524,unloaded
WH002,East Zone Hub,52,41,15,2023-09-05,14:00:00,542,unloaded
WH001,North Zone Depot,58,51,18,2023-09-05,15:00:00,884,unloaded
WH003,South Central Storage,51,38,8,2023-09-05,16:00:00,856,loaded
WH001,North Zone Depot,58,57,19,2023-09-05,17:00:00,293,unloaded
WH001,North Zone Depot,52,44,9,2023-09-05,18:00:00,580,unloaded
WH001,North Zone Depot,54,35,10,2023-09-05,19:00:00,983,unloaded
WH003,South Central Storage,34,58,11,2023-09-05,20:00:00,947,unloaded
WH002,East Zone Hub,35,33,10,2023-09-05,21:00:00,177,loaded
WH001,North Zone Depot,57,35,11,2023-09-05,22:00:00,966,unloaded
WH003,South Central Storage,53,57,10,2023-09-05,23:00:00,828,loaded
WH003,South Central Storage,57,58,10,2023-09-06,00:00:00,470,unloaded
WH001,North Zone Depot,44,40,9,2023-09-06,01:00:00,628,unloaded
WH001,North Zone Depot,36,30,15,2023-09-06,02:00:00,174,unloaded
WH003,South Central Storage,40,51,11,2023-09-06,03:00:00,943,unloaded
WH001,North Zone Depot,44,35,9,2023-09-06,04:00:00,461,loaded
WH003,South Central Storage,53,30,17,2023-09-06,05:00:00,713,unloaded
WH003,South Central Storage,58,37,19,2023-09-06,06:00:00,75,unloaded
